,CaseID,ActivityID,CompleteTimestamp,case_spend_area_text
43969,10749,1,29.06.2018-14:54:00,11
43970,10749,2,13.07.2018-10:19:00,11
43971,10749,3,26.07.2018-11:49:00,11
43972,10749,10,27.07.2018-18:18:00,11
43973,10749,4,30.08.2018-15:37:00,11
43974,10750,1,15.05.2018-11:41:00,10
43975,10750,2,23.05.2018-10:04:00,10
43976,10750,3,13.06.2018-15:39:00,10
43977,10750,4,30.08.2018-15:39:00,10
43978,10751,1,11.10.2018-18:01:00,10
43979,10751,2,19.10.2018-11:29:00,10
43980,10751,3,24.10.2018-12:54:00,10
43981,10751,4,07.12.2018-09:05:00,10
43982,10752,1,14.05.2018-19:35:00,9
43983,10752,17,23.08.2018-12:25:00,9
43984,10752,3,06.09.2018-16:29:00,9
43985,10752,4,26.10.2018-11:01:00,9
43986,10753,1,01.07.2018-14:47:00,9
43987,10753,17,23.07.2018-09:17:00,9
43988,10753,3,16.08.2018-15:24:00,9
43989,10753,4,06.09.2018-14:06:00,9
43990,10754,1,27.06.2018-08:36:00,7
43991,10754,2,29.06.2018-17:31:00,7
43992,10754,3,09.07.2018-11:39:00,7
43993,10754,4,26.07.2018-18:06:00,7
43994,10754,8,09.08.2018-11:59:00,7
43995,10754,3,09.08.2018-12:02:00,7
43996,10754,4,16.08.2018-15:02:00,7
43997,10755,1,12.06.2018-10:51:00,10
43998,10755,2,20.06.2018-13:22:00,10
43999,10755,3,26.06.2018-14:25:00,10
44000,10755,4,09.08.2018-14:28:00,10
44001,10756,1,28.03.2018-07:57:00,7
44002,10756,2,06.04.2018-10:27:00,7
44003,10756,3,02.05.2018-12:23:00,7
44004,10756,4,24.05.2018-13:33:00,7
44005,10757,1,08.05.2018-14:14:00,10
44006,10757,2,02.07.2018-09:28:00,10
44007,10757,3,24.08.2018-11:30:00,10
44008,10757,4,06.09.2018-14:06:00,10
44009,10758,1,15.01.2018-10:36:00,11
44010,10758,17,24.01.2018-09:01:00,11
44011,10758,2,24.01.2018-13:03:00,11
44012,10759,1,01.05.2018-11:09:00,10
44013,10759,2,09.05.2018-11:49:00,10
44014,10759,3,14.05.2018-12:51:00,10
44015,10759,10,15.05.2018-17:09:00,10
44016,10759,4,30.08.2018-15:39:00,10
44017,10760,1,10.08.2018-09:40:00,10
44018,10760,21,10.08.2018-10:33:00,10
44019,10760,2,29.08.2018-15:27:00,10
44020,10760,3,11.09.2018-10:27:00,10
44021,10760,4,08.11.2018-16:44:00,10
44022,10761,28,26.09.2018-00:00:00,10
44023,10761,1,26.09.2018-10:49:00,10
44024,10761,2,26.10.2018-12:31:00,10
44025,10761,3,17.12.2018-11:27:00,10
44026,10761,10,21.12.2018-10:35:00,10
44027,10761,4,10.01.2019-15:42:00,10
44028,10762,1,26.01.2018-16:50:00,10
44029,10762,2,06.03.2018-10:27:00,10
44030,10762,3,28.03.2018-17:48:00,10
44031,10762,4,07.06.2018-13:11:00,10
44032,10763,1,20.03.2018-11:44:00,9
44033,10763,15,04.05.2018-09:45:00,9
44034,10763,3,15.05.2018-15:05:00,9
44035,10763,4,26.07.2018-18:07:00,9
44036,10764,1,16.04.2018-12:58:00,9
44037,10764,3,10.10.2018-15:02:00,9
44038,10764,4,07.12.2018-09:06:00,9
44039,10765,1,25.07.2018-07:52:00,7
44040,10765,16,25.07.2018-08:04:00,7
44041,10766,1,07.11.2018-18:46:00,16
44042,10766,2,19.11.2018-11:42:00,16
44043,10767,1,17.01.2018-15:20:00,10
44044,10767,2,18.01.2018-07:46:00,10
44045,10767,3,30.01.2018-17:50:00,10
44046,10767,4,26.04.2018-11:14:00,10
44047,10768,1,30.08.2018-08:23:00,7
44048,10768,2,03.09.2018-07:09:00,7
44049,10768,3,12.09.2018-15:05:00,7
44050,10768,4,18.10.2018-15:31:00,7
44051,10769,1,12.01.2018-11:41:00,6
44052,10769,2,21.02.2018-08:13:00,6
44053,10769,4,05.04.2018-15:49:00,6
44054,10770,1,27.03.2018-12:03:00,10
44055,10770,17,04.04.2018-07:40:00,10
44056,10770,2,10.04.2018-15:01:00,10
44057,10770,3,11.04.2018-14:56:00,10
44058,10770,4,18.10.2018-15:31:00,10
44059,10771,28,04.11.2018-00:00:00,7
44060,10771,1,05.11.2018-09:11:00,7
44061,10771,2,14.11.2018-10:13:00,7
44062,10771,3,18.12.2018-11:00:00,7
44063,10771,4,10.01.2019-15:43:00,7
44064,10772,1,12.12.2018-16:26:00,7
44065,10772,25,17.12.2018-09:49:00,7
44066,10772,24,17.12.2018-09:56:00,7
44067,10773,1,28.08.2018-11:36:00,7
44068,10773,2,04.09.2018-12:09:00,7
44069,10773,3,03.10.2018-14:13:00,7
44070,10773,4,26.10.2018-11:02:00,7
44071,10774,1,12.06.2018-14:08:00,11
44072,10774,2,21.06.2018-11:26:00,11
44073,10774,3,03.08.2018-16:12:00,11
44074,10774,4,30.08.2018-15:35:00,11
44075,10775,1,18.05.2018-06:55:00,7
44076,10775,2,23.05.2018-07:32:00,7
44077,10775,3,29.05.2018-17:28:00,7
44078,10775,4,26.07.2018-18:06:00,7
44079,10776,1,26.06.2018-07:38:00,7
44080,10776,2,29.06.2018-17:31:00,7
44081,10776,3,13.07.2018-13:25:00,7
44082,10776,4,23.08.2018-13:39:00,7
44083,10777,1,19.07.2018-09:58:00,10
44084,10777,15,20.07.2018-13:47:00,10
44085,10777,2,06.09.2018-11:25:00,10
44086,10777,3,11.09.2018-16:59:00,10
44087,10777,4,08.11.2018-16:43:00,10
44088,10778,1,13.07.2018-08:17:00,7
44089,10778,2,18.07.2018-08:47:00,7
44090,10778,3,30.07.2018-12:38:00,7
44091,10778,4,30.08.2018-15:36:00,7
44092,10779,1,23.07.2018-13:00:00,11
44093,10779,2,25.07.2018-14:24:00,11
44094,10780,28,18.11.2018-00:00:00,11
44095,10780,1,18.11.2018-19:07:00,11
44096,10780,2,12.12.2018-15:32:00,11
44097,10780,3,08.01.2019-13:16:00,11
44098,10781,1,26.07.2018-15:21:00,10
44099,10781,17,27.07.2018-09:43:00,10
44100,10781,17,11.09.2018-10:12:00,10
44101,10781,2,11.09.2018-11:33:00,10
44102,10781,3,18.09.2018-13:38:00,10
44103,10781,10,25.09.2018-14:38:00,10
44104,10781,4,07.12.2018-09:04:00,10
44105,10782,1,12.01.2018-07:43:00,4
44106,10782,2,17.01.2018-07:27:00,4
44107,10782,3,17.01.2018-16:15:00,4
44108,10782,4,08.03.2018-13:22:00,4
44109,10783,1,18.07.2018-11:54:00,10
44110,10783,21,18.07.2018-12:41:00,10
44111,10783,2,24.07.2018-10:00:00,10
44112,10783,3,10.08.2018-16:30:00,10
44113,10783,4,08.11.2018-16:44:00,10
44114,10783,3,04.01.2019-10:38:00,10
44115,10783,8,04.01.2019-10:42:00,10
44116,10783,10,04.01.2019-10:43:00,10
44117,10783,4,10.01.2019-15:43:00,10
44118,10784,1,29.06.2018-16:28:00,10
44119,10784,2,25.07.2018-08:46:00,10
44120,10784,3,26.07.2018-14:33:00,10
44121,10784,10,27.07.2018-18:18:00,10
44122,10784,4,30.08.2018-15:36:00,10
44123,10785,2,29.01.2018-14:55:00,9
44124,10785,3,01.05.2018-07:58:00,9
44125,10785,4,04.05.2018-10:14:00,9
44126,10786,1,18.04.2018-11:14:00,10
44127,10786,3,08.05.2018-16:22:00,10
44128,10786,2,09.05.2018-11:10:00,10
44129,10786,10,09.05.2018-16:35:00,10
44130,10786,4,06.09.2018-14:06:00,10
44131,10787,1,04.01.2018-10:35:00,7
44132,10787,16,15.01.2018-08:10:00,7
44133,10788,1,11.04.2018-08:58:00,9
44134,10788,3,30.04.2018-10:46:00,9
44135,10788,4,07.06.2018-13:11:00,9
44136,10789,1,12.02.2018-08:11:00,7
44137,10789,15,12.02.2018-10:29:00,7
44138,10789,2,15.02.2018-17:57:00,7
44139,10789,3,17.02.2018-10:57:00,7
44140,10789,4,29.03.2018-15:10:00,7
44141,10790,1,30.07.2018-11:07:00,12
44142,10790,2,07.08.2018-14:48:00,12
44143,10790,4,08.11.2018-16:45:00,12
44144,10791,1,26.01.2018-09:16:00,11
44145,10791,21,26.01.2018-09:53:00,11
44146,10791,2,07.02.2018-13:54:00,11
44147,10791,3,14.02.2018-11:41:00,11
44148,10791,4,26.04.2018-11:15:00,11
44149,10792,1,08.01.2018-08:18:00,7
44150,10792,2,11.01.2018-07:19:00,7
44151,10792,3,11.01.2018-15:01:00,7
44152,10792,4,22.02.2018-16:15:00,7
44153,10793,21,12.07.2018-18:29:00,10
44154,10793,2,18.07.2018-11:51:00,10
44155,10793,3,19.07.2018-15:43:00,10
44156,10793,4,26.10.2018-11:02:00,10
44157,10794,1,31.05.2018-07:39:00,7
44158,10794,2,04.06.2018-17:32:00,7
44159,10794,3,11.07.2018-11:07:00,7
44160,10794,4,26.07.2018-18:07:00,7
44161,10795,1,06.08.2018-11:21:00,10
44162,10795,2,14.09.2018-08:15:00,10
44163,10795,3,08.10.2018-08:54:00,10
44164,10795,4,26.10.2018-11:01:00,10
44165,10796,1,13.04.2018-15:23:00,13
44166,10796,2,19.04.2018-09:12:00,13
44167,10796,3,25.04.2018-11:26:00,13
44168,10796,4,05.07.2018-14:12:00,13
44169,10797,1,13.02.2018-10:34:00,11
44170,10797,2,28.02.2018-17:21:00,11
44171,10798,1,18.07.2018-07:59:00,7
44172,10798,2,20.07.2018-17:48:00,7
44173,10798,3,23.07.2018-17:29:00,7
44174,10798,4,09.08.2018-14:28:00,7
44175,10799,1,28.02.2018-11:59:00,10
44176,10799,3,15.03.2018-12:15:00,10
44177,10799,2,16.03.2018-08:10:00,10
44178,10799,10,16.03.2018-16:28:00,10
44179,10799,4,05.07.2018-14:10:00,10
44180,10800,1,30.01.2018-09:16:00,7
44181,10800,15,31.01.2018-09:15:00,7
44182,10800,3,02.02.2018-11:22:00,7
44183,10800,2,02.02.2018-17:25:00,7
44184,10800,4,05.04.2018-15:48:00,7
44185,10801,1,16.03.2018-09:42:00,7
44186,10801,2,22.03.2018-12:44:00,7
44187,10801,3,23.03.2018-10:53:00,7
44188,10801,10,12.04.2018-16:21:00,7
44189,10801,4,24.05.2018-13:33:00,7
44190,10802,1,13.03.2018-14:19:00,10
44191,10802,2,28.03.2018-10:42:00,10
44192,10802,3,29.03.2018-12:08:00,10
44193,10802,10,03.04.2018-06:38:00,10
44194,10802,4,05.07.2018-14:10:00,10
44195,10803,1,06.08.2018-15:05:00,10
44196,10803,3,13.09.2018-09:09:00,10
44197,10803,4,29.11.2018-16:15:00,10
44198,10804,28,05.09.2018-00:00:00,7
44199,10804,1,05.09.2018-09:23:00,7
44200,10804,2,07.09.2018-17:29:00,7
44201,10804,3,26.09.2018-16:06:00,7
44202,10804,4,26.10.2018-11:02:00,7
44203,10805,28,03.10.2018-00:00:00,11
44204,10805,1,04.10.2018-11:24:00,11
44205,10805,2,16.10.2018-16:17:00,11
44206,10806,1,23.04.2018-11:16:00,7
44207,10806,3,17.07.2018-12:28:00,7
44208,10806,10,19.07.2018-17:40:00,7
44209,10806,4,26.07.2018-18:09:00,7
44210,10807,1,12.03.2018-17:03:00,7
44211,10807,25,12.03.2018-17:03:00,7
44212,10807,24,28.03.2018-21:38:00,7
44213,10807,23,13.09.2018-14:07:00,7
44214,10808,1,21.10.2018-08:44:00,9
44215,10808,17,21.10.2018-08:52:00,9
44216,10808,15,21.10.2018-08:52:00,9
44217,10808,17,22.11.2018-09:07:00,9
44218,10808,3,28.11.2018-16:58:00,9
44219,10808,4,10.01.2019-15:42:00,9
44220,10809,1,19.11.2018-09:55:00,7
44221,10809,3,08.01.2019-14:47:00,7
44222,10809,10,15.01.2019-16:01:00,7
44223,10810,1,22.06.2018-07:39:00,7
44224,10810,2,28.06.2018-10:35:00,7
44225,10810,3,29.08.2018-14:54:00,7
44226,10810,4,30.08.2018-15:40:00,7
44227,10811,1,19.10.2018-11:41:00,7
44228,10811,3,14.11.2018-15:32:00,7
44229,10811,4,07.12.2018-09:08:00,7
44230,10812,1,29.06.2018-12:32:00,10
44231,10812,2,16.07.2018-14:09:00,10
44232,10813,1,10.01.2018-09:43:00,10
44233,10813,2,23.01.2018-12:18:00,10
44234,10813,4,09.05.2018-14:09:00,10
44235,10814,1,15.01.2019-08:45:00,8
44236,10814,24,15.01.2019-09:51:00,8
44237,10815,1,15.05.2018-09:19:00,7
44238,10815,2,21.05.2018-10:30:00,7
44239,10815,3,06.07.2018-14:03:00,7
44240,10815,4,26.07.2018-18:07:00,7
44241,10816,1,05.12.2018-10:08:00,6
44242,10816,2,12.12.2018-14:02:00,6
44243,10816,7,12.12.2018-14:39:00,6
44244,10816,2,12.12.2018-14:54:00,6
44245,10817,1,08.06.2018-08:39:00,7
44246,10817,2,12.06.2018-17:40:00,7
44247,10817,3,13.06.2018-18:09:00,7
44248,10817,4,30.08.2018-15:40:00,7
44249,10818,1,13.07.2018-09:06:00,9
44250,10818,2,18.07.2018-17:39:00,9
44251,10818,3,24.08.2018-14:54:00,9
44252,10818,8,11.09.2018-14:46:00,9
44253,10818,4,11.09.2018-17:32:00,9
44254,10818,3,13.09.2018-17:24:00,9
44255,10818,4,20.09.2018-16:13:00,9
44256,10819,1,07.06.2018-14:16:00,10
44257,10819,2,14.06.2018-13:15:00,10
44258,10819,3,19.06.2018-17:13:00,10
44259,10819,4,02.08.2018-16:06:00,10
44260,10820,1,15.10.2018-11:59:00,8
44261,10820,24,15.10.2018-12:21:00,8
44262,10821,1,07.06.2018-15:23:00,9
44263,10821,17,24.09.2018-15:38:00,9
44264,10821,3,17.10.2018-17:29:00,9
44265,10821,4,29.11.2018-16:14:00,9
44266,10822,1,11.06.2018-11:32:00,10
44267,10822,2,15.06.2018-12:21:00,10
44268,10822,3,19.06.2018-05:22:00,10
44269,10822,4,28.06.2018-14:03:00,10
44270,10823,28,28.10.2018-00:00:00,7
44271,10823,1,29.10.2018-08:20:00,7
44272,10823,2,31.10.2018-17:33:00,7
44273,10823,3,02.11.2018-06:29:00,7
44274,10823,4,29.11.2018-16:14:00,7
44275,10824,2,01.08.2018-08:12:00,10
44276,10824,3,06.08.2018-15:50:00,10
44277,10824,4,29.11.2018-16:15:00,10
44278,10825,1,17.04.2018-07:36:00,9
44279,10825,2,20.04.2018-17:41:00,9
44280,10825,3,23.05.2018-17:43:00,9
44281,10825,4,07.06.2018-13:12:00,9
44282,10826,1,20.06.2018-11:01:00,10
44283,10826,2,21.06.2018-16:35:00,10
44284,10826,3,26.06.2018-11:57:00,10
44285,10826,4,09.08.2018-14:29:00,10
44286,10827,1,19.06.2018-07:31:00,7
44287,10827,2,25.06.2018-10:14:00,7
44288,10827,3,25.06.2018-11:30:00,7
44289,10827,4,09.08.2018-14:28:00,7
44290,10828,1,25.05.2018-15:47:00,10
44291,10828,2,06.06.2018-16:05:00,10
44292,10829,28,18.10.2018-00:00:00,10
44293,10829,21,18.10.2018-17:25:00,10
44294,10829,2,22.10.2018-10:07:00,10
44295,10830,28,20.11.2018-00:00:00,10
44296,10830,21,20.11.2018-10:00:00,10
44297,10830,2,27.11.2018-07:45:00,10
44298,10830,3,03.12.2018-13:05:00,10
44299,10830,10,03.01.2019-11:24:00,10
44300,10831,1,14.06.2018-15:57:00,10
44301,10831,2,26.06.2018-09:19:00,10
44302,10831,3,18.07.2018-08:45:00,10
44303,10831,4,09.08.2018-14:29:00,10
44304,10832,1,04.04.2018-15:59:00,11
44305,10832,2,03.05.2018-10:03:00,11
44306,10832,3,11.05.2018-13:22:00,11
44307,10832,4,28.06.2018-14:04:00,11
44308,10833,1,28.06.2018-08:53:00,7
44309,10833,3,14.08.2018-16:43:00,7
44310,10833,4,06.09.2018-14:08:00,7
44311,10834,28,06.09.2018-00:00:00,7
44312,10834,1,06.09.2018-08:26:00,7
44313,10834,2,13.09.2018-08:44:00,7
44314,10834,3,28.09.2018-15:18:00,7
44315,10834,4,08.11.2018-16:44:00,7
44316,10835,1,04.10.2018-19:54:00,10
44317,10835,2,18.10.2018-16:00:00,10
44318,10835,3,14.11.2018-10:54:00,10
44319,10835,10,20.11.2018-07:33:00,10
44320,10836,1,24.04.2018-10:12:00,10
44321,10836,2,09.05.2018-12:15:00,10
44322,10836,3,17.05.2018-17:46:00,10
44323,10836,4,26.07.2018-18:08:00,10
44324,10837,28,25.11.2018-00:00:00,6
44325,10837,1,27.11.2018-15:59:00,6
44326,10837,24,28.11.2018-13:24:00,6
44327,10837,2,17.01.2019-13:19:00,6
44328,10838,1,26.03.2018-10:50:00,10
44329,10838,2,11.04.2018-14:02:00,10
44330,10838,3,13.04.2018-12:15:00,10
44331,10838,4,09.08.2018-14:28:00,10
44332,10839,1,03.05.2018-16:15:00,0
44333,10839,2,09.05.2018-10:48:00,0
44334,10839,3,21.08.2018-14:48:00,0
44335,10839,4,23.08.2018-13:40:00,0
44336,10840,1,27.03.2018-08:04:00,7
44337,10840,3,03.04.2018-09:11:00,7
44338,10840,2,06.04.2018-17:31:00,7
44339,10840,10,06.04.2018-18:15:00,7
44340,10840,4,26.04.2018-11:13:00,7
44341,10841,1,02.02.2018-09:52:00,10
44342,10841,21,02.02.2018-11:08:00,10
44343,10841,2,06.02.2018-12:24:00,10
44344,10841,3,19.02.2018-05:41:00,10
44345,10841,4,29.03.2018-15:08:00,10
44346,10842,28,30.10.2018-00:00:00,7
44347,10842,1,30.10.2018-07:33:00,7
44348,10842,2,02.11.2018-17:31:00,7
44349,10842,3,12.11.2018-11:22:00,7
44350,10842,4,22.11.2018-14:53:00,7
44351,10843,1,15.05.2018-10:04:00,10
44352,10843,2,31.05.2018-18:09:00,10
44353,10843,3,04.06.2018-18:02:00,10
44354,10843,4,30.08.2018-15:36:00,10
44355,10844,28,27.11.2018-00:00:00,7
44356,10844,1,27.11.2018-08:51:00,7
44357,10844,2,29.11.2018-17:51:00,7
44358,10844,3,06.12.2018-09:54:00,7
44359,10844,8,13.12.2018-17:07:00,7
44360,10844,3,13.12.2018-17:08:00,7
44361,10844,10,13.12.2018-17:09:00,7
44362,10844,4,07.01.2019-11:18:00,7
44363,10845,1,19.09.2018-18:12:00,0
44364,10845,2,24.09.2018-17:05:00,0
44365,10845,3,01.10.2018-09:41:00,0
44366,10845,4,29.11.2018-16:14:00,0
44367,10846,1,13.08.2018-16:26:00,10
44368,10846,2,29.08.2018-11:26:00,10
44369,10846,3,31.08.2018-16:32:00,10
44370,10846,10,04.09.2018-17:40:00,10
44371,10846,4,07.12.2018-09:04:00,10
44372,10847,1,12.03.2018-08:57:00,7
44373,10847,17,12.03.2018-16:13:00,7
44374,10847,2,14.03.2018-07:16:00,7
44375,10847,3,27.03.2018-12:00:00,7
44376,10847,4,09.05.2018-14:11:00,7
44377,10848,1,26.07.2018-07:27:00,0
44378,10848,2,27.07.2018-17:30:00,0
44379,10848,3,30.07.2018-12:12:00,0
44380,10848,4,16.08.2018-15:02:00,0
44381,10849,28,16.10.2018-00:00:00,4
44382,10849,1,16.10.2018-07:30:00,4
44383,10849,2,19.10.2018-07:53:00,4
44384,10849,3,15.11.2018-15:37:00,4
44385,10849,4,07.12.2018-09:08:00,4
44386,10850,1,29.06.2018-14:24:00,7
44387,10850,3,16.07.2018-09:48:00,7
44388,10850,4,06.09.2018-14:08:00,7
44389,10851,1,21.11.2018-15:12:00,10
44390,10851,2,30.11.2018-08:30:00,10
44391,10851,3,03.01.2019-16:16:00,10
44392,10852,1,25.10.2018-11:00:00,0
44393,10852,17,30.10.2018-17:15:00,0
44394,10852,2,30.10.2018-17:31:00,0
44395,10852,3,28.11.2018-14:12:00,0
44396,10853,28,04.11.2018-00:00:00,10
44397,10853,1,05.11.2018-18:08:00,10
44398,10853,3,27.12.2018-17:22:00,10
44399,10854,28,14.12.2018-00:00:00,10
44400,10854,1,14.12.2018-15:39:00,10
44401,10855,28,15.10.2018-00:00:00,7
44402,10855,1,15.10.2018-07:56:00,7
44403,10855,3,24.10.2018-12:51:00,7
44404,10855,2,25.10.2018-09:13:00,7
44405,10855,4,15.11.2018-15:34:00,7
44406,10856,1,17.05.2018-07:21:00,4
44407,10856,2,18.05.2018-17:51:00,4
44408,10856,3,18.06.2018-12:02:00,4
44409,10856,4,05.07.2018-14:12:00,4
44410,10857,1,03.05.2018-11:18:00,10
44411,10857,3,22.05.2018-11:46:00,10
44412,10857,4,12.06.2018-12:23:00,10
44413,10858,28,07.09.2018-00:00:00,10
44414,10858,1,07.09.2018-12:06:00,10
44415,10858,24,12.09.2018-09:53:00,10
44416,10858,21,12.09.2018-10:54:00,10
44417,10858,2,12.09.2018-11:14:00,10
44418,10858,3,18.09.2018-09:21:00,10
44419,10859,1,30.01.2018-11:06:00,9
44420,10859,17,19.02.2018-18:11:00,9
44421,10859,3,08.03.2018-16:05:00,9
44422,10859,4,05.04.2018-15:48:00,9
44423,10860,1,26.04.2018-10:27:00,11
44424,10860,2,16.05.2018-20:07:00,11
44425,10861,1,13.03.2018-11:52:00,11
44426,10861,2,19.04.2018-17:17:00,11
44427,10861,3,26.04.2018-16:28:00,11
44428,10861,10,04.05.2018-17:31:00,11
44429,10861,4,28.06.2018-14:02:00,11
44430,10862,1,16.04.2018-11:13:00,10
44431,10862,24,16.04.2018-14:34:00,10
44432,10862,21,16.04.2018-15:05:00,10
44433,10862,2,23.04.2018-13:58:00,10
44434,10862,3,26.04.2018-15:19:00,10
44435,10862,4,05.07.2018-14:12:00,10
44436,10863,1,10.01.2018-14:07:00,10
44437,10863,2,26.01.2018-11:10:00,10
44438,10863,3,10.02.2018-09:34:00,10
44439,10863,4,29.03.2018-15:11:00,10
44440,10864,1,19.07.2018-13:51:00,10
44441,10864,2,02.08.2018-16:07:00,10
44442,10864,3,06.08.2018-18:02:00,10
44443,10864,10,07.08.2018-16:57:00,10
44444,10864,4,07.12.2018-09:04:00,10
44445,10865,1,19.04.2018-09:04:00,7
44446,10865,2,26.04.2018-09:58:00,7
44447,10865,3,09.05.2018-16:06:00,7
44448,10865,10,16.05.2018-17:19:00,7
44449,10865,4,14.06.2018-15:00:00,7
44450,10866,1,29.05.2018-08:52:00,7
44451,10866,2,05.06.2018-08:40:00,7
44452,10866,3,28.06.2018-12:12:00,7
44453,10866,4,26.07.2018-18:06:00,7
44454,10867,28,22.10.2018-00:00:00,11
44455,10867,1,22.10.2018-15:47:00,11
44456,10867,2,09.11.2018-07:17:00,11
44457,10867,3,17.12.2018-16:11:00,11
44458,10867,4,17.01.2019-14:41:00,11
44459,10868,1,14.08.2018-12:17:00,11
44460,10868,21,14.08.2018-13:01:00,11
44461,10868,2,22.08.2018-13:30:00,11
44462,10868,3,27.09.2018-13:27:00,11
44463,10868,4,26.10.2018-11:02:00,11
44464,10869,1,08.02.2018-11:01:00,10
44465,10869,21,08.02.2018-12:56:00,10
44466,10869,2,12.02.2018-09:51:00,10
44467,10869,4,24.05.2018-13:34:00,10
44468,10870,1,06.04.2018-09:01:00,7
44469,10870,2,10.04.2018-17:34:00,7
44470,10870,2,10.04.2018-17:35:00,7
44471,10870,2,10.04.2018-17:35:00,7
44472,10870,3,25.05.2018-11:49:00,7
44473,10870,4,31.05.2018-12:33:00,7
44474,10871,1,30.07.2018-14:38:00,10
44475,10871,2,21.08.2018-12:21:00,10
44476,10871,3,18.09.2018-15:06:00,10
44477,10871,4,01.11.2018-16:27:00,10
44478,10872,1,17.07.2018-13:04:00,10
44479,10872,2,26.07.2018-12:12:00,10
44480,10872,3,26.07.2018-15:22:00,10
44481,10872,10,30.07.2018-18:03:00,10
44482,10872,17,14.08.2018-10:13:00,10
44483,10872,2,14.08.2018-11:30:00,10
44484,10872,3,12.09.2018-06:35:00,10
44485,10872,4,13.09.2018-16:41:00,10
44486,10872,4,22.11.2018-14:53:00,10
44487,10873,1,11.07.2018-22:03:00,10
44488,10873,2,13.08.2018-11:36:00,10
44489,10874,1,15.03.2018-11:11:00,10
44490,10874,2,05.04.2018-14:27:00,10
44491,10874,3,10.04.2018-17:04:00,10
44492,10874,4,05.07.2018-14:10:00,10
44493,10875,28,30.08.2018-00:00:00,11
44494,10875,1,11.09.2018-10:51:00,11
44495,10875,2,13.09.2018-10:12:00,11
44496,10875,2,18.09.2018-13:44:00,11
44497,10875,3,27.09.2018-07:44:00,11
44498,10875,3,27.09.2018-08:22:00,11
44499,10875,4,07.12.2018-09:08:00,11
44500,10876,1,30.07.2018-08:25:00,9
44501,10876,3,11.09.2018-17:02:00,9
44502,10876,10,01.10.2018-14:02:00,9
44503,10876,4,26.10.2018-11:04:00,9
44504,10877,1,14.06.2018-07:41:00,7
44505,10877,2,19.06.2018-07:09:00,7
44506,10877,3,16.07.2018-16:34:00,7
44507,10877,4,02.08.2018-16:06:00,7
44508,10878,1,29.03.2018-11:08:00,10
44509,10878,2,13.04.2018-08:19:00,10
44510,10878,3,16.04.2018-13:47:00,10
44511,10878,10,18.04.2018-06:28:00,10
44512,10878,4,09.08.2018-14:28:00,10
44513,10879,2,15.05.2018-14:08:00,10
44514,10879,3,08.06.2018-10:45:00,10
44515,10879,4,30.08.2018-15:36:00,10
44516,10880,28,18.10.2018-00:00:00,10
44517,10880,21,18.10.2018-17:28:00,10
44518,10880,2,22.10.2018-10:06:00,10
44519,10880,3,31.10.2018-09:21:00,10
44520,10881,1,08.05.2018-11:30:00,10
44521,10881,2,16.05.2018-15:09:00,10
44522,10881,3,23.05.2018-13:48:00,10
44523,10881,4,05.07.2018-14:11:00,10
44524,10882,1,17.01.2018-10:34:00,7
44525,10882,2,06.02.2018-12:06:00,7
44526,10882,2,06.02.2018-12:08:00,7
44527,10882,2,06.02.2018-12:13:00,7
44528,10882,2,06.02.2018-12:18:00,7
44529,10882,2,06.02.2018-12:21:00,7
44530,10882,3,21.02.2018-16:33:00,7
44531,10882,4,29.03.2018-15:07:00,7
44532,10883,1,29.03.2018-11:54:00,10
44533,10883,2,06.04.2018-19:23:00,10
44534,10883,3,10.04.2018-11:26:00,10
44535,10883,4,31.05.2018-12:32:00,10
44536,10884,1,19.03.2018-15:50:00,10
44537,10884,2,28.03.2018-18:01:00,10
44538,10885,1,29.06.2018-08:08:00,7
44539,10885,2,05.07.2018-17:29:00,7
44540,10885,3,26.07.2018-07:19:00,7
44541,10885,4,23.08.2018-13:39:00,7
44542,10886,1,08.03.2018-10:55:00,11
44543,10886,2,04.04.2018-12:53:00,11
44544,10886,3,01.05.2018-10:07:00,11
44545,10886,4,07.06.2018-13:11:00,11
44546,10887,1,01.06.2018-09:01:00,7
44547,10887,2,05.06.2018-17:33:00,7
44548,10887,2,05.06.2018-17:33:00,7
44549,10887,2,05.06.2018-17:33:00,7
44550,10887,2,05.06.2018-17:34:00,7
44551,10887,3,04.07.2018-14:40:00,7
44552,10887,4,26.07.2018-18:07:00,7
44553,10888,1,21.02.2018-10:13:00,10
44554,10888,15,12.03.2018-14:50:00,10
44555,10888,2,14.03.2018-15:14:00,10
44556,10888,3,18.04.2018-11:59:00,10
44557,10888,4,09.05.2018-14:08:00,10
44558,10889,1,06.06.2018-08:53:00,7
44559,10889,2,08.06.2018-17:58:00,7
44560,10889,3,04.07.2018-15:06:00,7
44561,10889,4,26.07.2018-18:07:00,7
44562,10890,1,24.04.2018-11:51:00,11
44563,10890,2,07.05.2018-12:23:00,11
44564,10890,3,10.05.2018-12:03:00,11
44565,10890,4,28.06.2018-14:03:00,11
44566,10891,28,19.10.2018-00:00:00,7
44567,10891,1,19.10.2018-08:57:00,7
44568,10891,2,23.10.2018-17:45:00,7
44569,10891,3,30.10.2018-09:54:00,7
44570,10891,19,28.11.2018-05:16:00,7
44571,10891,10,28.11.2018-13:01:00,7
44572,10892,28,05.09.2018-00:00:00,7
44573,10892,1,05.09.2018-07:35:00,7
44574,10892,2,11.09.2018-09:25:00,7
44575,10892,3,13.09.2018-11:13:00,7
