Case ID,Activity,Complete Timestamp
Case2333,Take in charge ticket,2011-06-14T07:10:16.000+03:00
Case2333,Take in charge ticket,2011-06-15T08:50:56.000+03:00
Case2333,Take in charge ticket,2011-06-17T12:32:55.000+03:00
Case2333,Resolve ticket,2011-06-17T12:33:02.000+03:00
Case2333,Closed,2011-07-15T07:20:30.000+03:00
Case2334,Assign seriousness,2011-09-12T08:31:36.000+03:00
Case2334,Take in charge ticket,2011-09-26T13:14:23.000+03:00
Case2334,Resolve ticket,2011-10-06T08:15:56.000+03:00
Case2334,Closed,2011-10-21T08:16:16.000+03:00
Case2335,Assign seriousness,2013-05-08T11:02:40.000+03:00
Case2335,Take in charge ticket,2013-05-24T07:33:44.000+03:00
Case2335,Wait,2013-05-24T07:46:57.000+03:00
Case2335,Resolve ticket,2013-05-24T08:37:52.000+03:00
Case2335,Closed,2013-06-08T08:38:14.000+03:00
Case2336,Assign seriousness,2010-09-13T16:04:48.000+03:00
Case2336,Take in charge ticket,2010-09-21T15:04:13.000+03:00
Case2336,Create SW anomaly,2010-09-27T09:59:47.000+03:00
Case2336,Resolve ticket,2010-10-06T08:01:47.000+03:00
Case2336,Closed,2010-10-21T08:02:38.000+03:00
Case2337,Assign seriousness,2011-01-17T11:16:15.000+02:00
Case2337,Assign seriousness,2011-01-27T08:35:28.000+02:00
Case2337,Take in charge ticket,2011-01-27T08:35:33.000+02:00
Case2337,Wait,2011-01-27T14:29:14.000+02:00
Case2337,Take in charge ticket,2011-02-04T11:48:40.000+02:00
Case2337,Resolve ticket,2011-02-04T11:48:48.000+02:00
Case2337,Closed,2011-02-19T11:49:06.000+02:00
Case2338,Assign seriousness,2010-06-29T15:45:01.000+03:00
Case2338,Take in charge ticket,2010-07-08T15:19:15.000+03:00
Case2338,Resolve ticket,2010-07-08T15:22:00.000+03:00
Case2338,Take in charge ticket,2010-07-16T08:09:50.000+03:00
Case2338,Wait,2010-07-29T12:50:18.000+03:00
Case2338,Take in charge ticket,2010-08-02T08:48:49.000+03:00
Case2338,Resolve ticket,2010-08-02T08:48:58.000+03:00
Case2338,Closed,2010-08-17T08:49:14.000+03:00
Case2339,Assign seriousness,2010-07-30T10:34:39.000+03:00
Case2339,Take in charge ticket,2010-09-01T08:00:29.000+03:00
Case2339,Resolve ticket,2010-09-01T10:57:10.000+03:00
Case2339,Closed,2010-09-16T10:57:25.000+03:00
Case2340,Assign seriousness,2010-05-17T09:05:53.000+03:00
Case2340,Take in charge ticket,2010-05-17T11:14:18.000+03:00
Case2340,Resolve ticket,2010-05-17T15:09:47.000+03:00
Case2340,Closed,2010-06-23T09:10:35.000+03:00
Case2341,Assign seriousness,2011-06-07T14:56:36.000+03:00
Case2341,Take in charge ticket,2011-06-07T14:57:07.000+03:00
Case2341,Wait,2011-06-09T12:56:08.000+03:00
Case2341,Wait,2011-06-10T12:30:45.000+03:00
Case2341,Wait,2011-06-17T15:02:13.000+03:00
Case2341,Take in charge ticket,2011-07-07T09:18:24.000+03:00
Case2341,Resolve ticket,2011-07-07T09:19:00.000+03:00
Case2341,Closed,2011-07-22T09:19:13.000+03:00
Case2342,Assign seriousness,2012-07-30T12:51:36.000+03:00
Case2342,Take in charge ticket,2012-08-13T15:58:03.000+03:00
Case2342,Wait,2012-08-14T12:08:45.000+03:00
Case2342,Wait,2012-08-14T12:08:45.000+03:00
Case2342,Resolve ticket,2012-08-27T08:26:50.000+03:00
Case2342,Closed,2012-09-11T08:27:02.000+03:00
Case2343,Assign seriousness,2011-08-01T07:58:51.000+03:00
Case2343,Take in charge ticket,2011-08-01T07:59:07.000+03:00
Case2343,Resolve ticket,2011-08-01T08:07:08.000+03:00
Case2343,Closed,2011-09-01T08:00:35.000+03:00
Case2344,Assign seriousness,2012-03-05T10:08:35.000+02:00
Case2344,Take in charge ticket,2012-03-05T13:31:38.000+02:00
Case2344,Resolve ticket,2012-03-05T15:33:16.000+02:00
Case2344,Closed,2012-04-05T09:10:22.000+03:00
Case2345,Assign seriousness,2011-07-27T15:46:01.000+03:00
Case2345,Assign seriousness,2011-08-10T12:43:32.000+03:00
Case2345,Assign seriousness,2011-08-10T12:43:33.000+03:00
Case2345,Take in charge ticket,2011-08-12T15:53:41.000+03:00
Case2345,Wait,2011-08-16T07:48:46.000+03:00
Case2345,Resolve ticket,2011-08-18T08:44:10.000+03:00
Case2345,Closed,2011-09-02T08:44:31.000+03:00
Case2346,Insert ticket,2013-09-17T09:01:24.000+03:00
Case2346,Assign seriousness,2013-09-18T06:47:24.000+03:00
Case2346,Take in charge ticket,2013-09-19T09:59:26.000+03:00
Case2346,Wait,2013-10-02T08:57:23.000+03:00
Case2346,Resolve ticket,2013-10-10T08:42:01.000+03:00
Case2346,Closed,2013-10-25T08:42:22.000+03:00
Case2347,Assign seriousness,2012-07-26T12:10:25.000+03:00
Case2347,Resolve ticket,2012-07-26T12:36:50.000+03:00
Case2347,Closed,2012-09-08T12:20:34.000+03:00
Case2348,Assign seriousness,2013-03-25T13:51:21.000+02:00
Case2348,Take in charge ticket,2013-03-29T13:54:35.000+02:00
Case2348,Wait,2013-03-29T16:28:33.000+02:00
Case2348,Resolve ticket,2013-04-11T09:03:49.000+03:00
Case2348,Closed,2013-04-26T09:04:10.000+03:00
Case2349,Assign seriousness,2010-07-02T10:21:00.000+03:00
Case2349,Take in charge ticket,2010-07-26T12:40:46.000+03:00
Case2349,Resolve ticket,2010-07-26T12:41:00.000+03:00
Case2349,Take in charge ticket,2010-07-27T14:31:16.000+03:00
Case2349,Resolve ticket,2010-07-27T16:19:22.000+03:00
Case2349,Closed,2010-08-11T16:19:36.000+03:00
Case2350,Assign seriousness,2012-02-03T08:24:42.000+02:00
Case2350,Take in charge ticket,2012-02-07T15:22:09.000+02:00
Case2350,Resolve ticket,2012-02-07T15:28:54.000+02:00
Case2350,Take in charge ticket,2012-02-08T08:10:19.000+02:00
Case2350,Resolve ticket,2012-02-20T10:40:00.000+02:00
Case2350,Closed,2012-03-07T08:30:21.000+02:00
Case2351,Assign seriousness,2011-07-25T13:48:43.000+03:00
Case2351,Resolve ticket,2011-07-25T15:44:40.000+03:00
Case2351,Closed,2011-09-01T13:50:52.000+03:00
Case2352,Assign seriousness,2011-04-04T16:02:15.000+03:00
Case2352,Take in charge ticket,2011-04-08T15:45:12.000+03:00
Case2352,Resolve ticket,2011-04-18T10:59:38.000+03:00
Case2352,Closed,2011-05-18T16:00:42.000+03:00
Case2353,Assign seriousness,2011-10-25T07:55:45.000+03:00
Case2353,Take in charge ticket,2011-10-25T07:56:33.000+03:00
Case2353,Resolve ticket,2011-10-25T08:58:01.000+03:00
Case2353,Closed,2011-11-27T09:00:52.000+02:00
Case2354,Assign seriousness,2011-02-01T15:57:39.000+02:00
Case2354,Assign seriousness,2011-02-15T16:53:07.000+02:00
Case2354,Take in charge ticket,2011-02-15T16:53:12.000+02:00
Case2354,Resolve ticket,2011-02-21T14:55:59.000+02:00
Case2354,Closed,2011-03-08T14:56:12.000+02:00
Case2355,Assign seriousness,2011-01-21T11:48:01.000+02:00
Case2355,Take in charge ticket,2011-01-26T08:30:24.000+02:00
Case2355,Resolve ticket,2011-02-16T10:30:36.000+02:00
Case2355,Closed,2011-03-03T10:30:53.000+02:00
Case2356,Assign seriousness,2013-09-18T13:36:29.000+03:00
Case2356,Take in charge ticket,2013-09-19T07:49:48.000+03:00
Case2356,Wait,2013-09-20T07:53:21.000+03:00
Case2356,Wait,2013-10-01T12:08:31.000+03:00
Case2356,Resolve ticket,2013-10-29T10:22:19.000+02:00
Case2356,Closed,2013-11-13T10:22:33.000+02:00
Case2357,Assign seriousness,2012-03-14T15:47:10.000+02:00
Case2357,Resolve ticket,2012-03-14T16:36:06.000+02:00
Case2357,Closed,2012-04-27T14:50:21.000+03:00
Case2358,Assign seriousness,2012-02-24T13:54:58.000+02:00
Case2358,Take in charge ticket,2012-03-09T11:56:52.000+02:00
Case2358,Resolve ticket,2012-03-09T14:49:40.000+02:00
Case2358,Closed,2012-03-28T13:00:21.000+03:00
Case2359,Assign seriousness,2010-09-07T08:41:57.000+03:00
Case2359,Take in charge ticket,2010-09-07T08:43:53.000+03:00
Case2359,Resolve ticket,2010-09-07T12:52:29.000+03:00
Case2359,Closed,2010-10-08T08:50:39.000+03:00
Case2360,Assign seriousness,2011-06-27T14:49:46.000+03:00
Case2360,Assign seriousness,2011-06-27T14:50:04.000+03:00
Case2360,Take in charge ticket,2011-07-01T09:22:31.000+03:00
Case2360,Resolve ticket,2011-07-14T10:17:03.000+03:00
Case2360,Closed,2011-07-29T10:17:19.000+03:00
Case2361,Assign seriousness,2011-03-08T13:02:09.000+02:00
Case2361,Take in charge ticket,2011-03-08T13:02:58.000+02:00
Case2361,Wait,2011-03-08T13:38:18.000+02:00
Case2361,Take in charge ticket,2011-03-09T10:04:28.000+02:00
Case2361,Resolve ticket,2011-03-10T09:53:24.000+02:00
Case2361,Closed,2011-04-09T08:53:56.000+03:00
Case2362,Take in charge ticket,2013-03-21T11:33:19.000+02:00
Case2362,Wait,2013-04-08T10:09:08.000+03:00
Case2362,Resolve ticket,2013-04-08T12:23:56.000+03:00
Case2362,Closed,2013-04-23T12:24:09.000+03:00
Case2363,Assign seriousness,2011-11-18T13:23:27.000+02:00
Case2363,Take in charge ticket,2011-11-18T13:39:54.000+02:00
Case2363,Resolve ticket,2011-11-18T13:55:04.000+02:00
Case2363,Closed,2012-01-05T13:30:53.000+02:00
Case2364,Assign seriousness,2011-06-15T07:38:09.000+03:00
Case2364,Take in charge ticket,2011-06-15T07:38:38.000+03:00
Case2364,Resolve ticket,2011-06-15T13:30:15.000+03:00
Case2364,Closed,2011-07-16T07:40:59.000+03:00
Case2365,Assign seriousness,2012-02-27T08:20:34.000+02:00
Case2365,Take in charge ticket,2012-02-27T08:20:52.000+02:00
Case2365,Resolve ticket,2012-02-29T11:15:00.000+02:00
Case2365,Closed,2012-04-05T07:30:27.000+03:00
Case2366,Assign seriousness,2012-05-28T12:28:05.000+03:00
Case2366,Take in charge ticket,2012-05-29T07:03:19.000+03:00
Case2366,Wait,2012-06-12T08:32:52.000+03:00
Case2366,Resolve ticket,2012-06-20T08:33:55.000+03:00
Case2366,Closed,2012-07-05T08:34:03.000+03:00
Case2367,Assign seriousness,2012-08-08T14:34:59.000+03:00
Case2367,Take in charge ticket,2012-08-31T09:02:30.000+03:00
Case2367,Resolve ticket,2012-09-17T07:35:57.000+03:00
Case2367,Closed,2012-10-02T07:36:13.000+03:00
Case2368,Assign seriousness,2013-10-07T13:26:49.000+03:00
Case2368,Assign seriousness,2013-10-07T13:28:25.000+03:00
Case2368,Take in charge ticket,2013-10-07T13:28:50.000+03:00
Case2368,Resolve ticket,2013-10-07T14:23:22.000+03:00
Case2368,Take in charge ticket,2013-10-08T07:40:46.000+03:00
Case2368,Resolve ticket,2013-10-16T14:47:40.000+03:00
Case2368,Resolve ticket,2013-10-16T14:47:41.000+03:00
Case2368,Resolve ticket,2013-10-16T14:47:59.000+03:00
Case2368,Require upgrade,2013-10-17T08:23:25.000+03:00
Case2368,Take in charge ticket,2013-10-17T08:23:43.000+03:00
Case2368,Wait,2013-10-18T08:51:03.000+03:00
Case2368,Wait,2013-10-21T14:26:56.000+03:00
Case2368,Resolve ticket,2013-10-24T14:58:44.000+03:00
Case2368,Closed,2013-11-08T15:58:59.000+02:00
Case2369,Assign seriousness,2010-02-25T15:07:33.000+02:00
Case2369,Take in charge ticket,2010-02-26T15:25:37.000+02:00
Case2369,Resolve ticket,2010-03-12T09:50:25.000+02:00
Case2369,Closed,2010-04-14T14:10:36.000+03:00
Case2370,Assign seriousness,2010-07-01T13:44:31.000+03:00
Case2370,Take in charge ticket,2010-07-26T12:34:58.000+03:00
Case2370,Resolve ticket,2010-07-26T12:35:29.000+03:00
Case2370,Closed,2010-08-25T12:35:47.000+03:00
Case2371,Assign seriousness,2011-11-10T09:08:51.000+02:00
Case2371,Take in charge ticket,2011-11-10T09:09:07.000+02:00
Case2371,Resolve ticket,2011-11-10T10:28:34.000+02:00
Case2371,Closed,2011-12-13T09:10:28.000+02:00
Case2372,Assign seriousness,2011-11-29T09:07:41.000+02:00
Case2372,Take in charge ticket,2011-11-29T09:16:39.000+02:00
Case2372,Resolve ticket,2011-11-30T11:44:13.000+02:00
Case2372,Closed,2011-12-30T09:10:18.000+02:00
Case2373,Assign seriousness,2011-02-14T11:31:16.000+02:00
Case2373,Assign seriousness,2011-02-14T11:33:58.000+02:00
Case2373,Take in charge ticket,2011-02-14T11:37:05.000+02:00
Case2373,Wait,2011-02-14T13:48:17.000+02:00
Case2373,Take in charge ticket,2011-02-15T16:41:19.000+02:00
Case2373,Resolve ticket,2011-02-15T16:41:26.000+02:00
Case2373,Closed,2011-03-17T11:40:21.000+02:00
Case2374,Assign seriousness,2012-07-30T13:28:52.000+03:00
Case2374,Take in charge ticket,2012-07-30T15:00:06.000+03:00
Case2374,Resolve ticket,2012-07-30T15:00:24.000+03:00
Case2374,Closed,2012-09-06T13:30:28.000+03:00
Case2375,Assign seriousness,2013-10-02T11:04:01.000+03:00
Case2375,Assign seriousness,2013-10-02T13:10:13.000+03:00
Case2375,Assign seriousness,2013-10-09T09:35:09.000+03:00
Case2375,Take in charge ticket,2013-10-21T16:10:27.000+03:00
Case2375,Resolve ticket,2013-10-21T16:44:19.000+03:00
Case2375,Closed,2013-11-05T17:44:34.000+02:00
Case2376,Assign seriousness,2011-05-06T09:31:55.000+03:00
Case2376,Take in charge ticket,2011-05-17T15:35:34.000+03:00
Case2376,Resolve ticket,2011-05-20T07:09:17.000+03:00
Case2376,Closed,2011-06-30T10:46:59.000+03:00
Case2377,Assign seriousness,2010-03-19T14:44:32.000+02:00
Case2377,Take in charge ticket,2010-04-09T13:43:57.000+03:00
Case2377,Resolve ticket,2010-04-09T13:44:01.000+03:00
Case2377,Closed,2010-04-24T13:44:21.000+03:00
Case2378,Assign seriousness,2011-10-14T07:55:38.000+03:00
Case2378,Take in charge ticket,2011-10-20T13:45:44.000+03:00
Case2378,Resolve ticket,2011-11-02T08:25:55.000+02:00
Case2378,Closed,2011-11-17T08:26:03.000+02:00
Case2379,Assign seriousness,2011-04-14T09:22:00.000+03:00
Case2379,Take in charge ticket,2011-04-14T09:22:25.000+03:00
Case2379,Wait,2011-04-15T08:26:25.000+03:00
Case2379,Take in charge ticket,2011-04-15T12:57:32.000+03:00
Case2379,Resolve ticket,2011-04-15T12:57:42.000+03:00
Case2379,Closed,2011-05-30T12:58:11.000+03:00
Case2380,Assign seriousness,2012-09-18T15:18:05.000+03:00
Case2380,Take in charge ticket,2012-09-19T10:00:15.000+03:00
Case2380,Wait,2012-10-04T13:48:13.000+03:00
Case2380,Take in charge ticket,2012-10-09T09:29:52.000+03:00
Case2380,Resolve ticket,2012-10-09T09:32:21.000+03:00
Case2380,Closed,2012-10-24T09:32:38.000+03:00
Case2381,Assign seriousness,2013-05-03T09:48:23.000+03:00
Case2381,Assign seriousness,2013-05-20T08:22:15.000+03:00
Case2381,Assign seriousness,2013-05-20T08:22:17.000+03:00
Case2381,Resolve ticket,2013-05-21T06:56:12.000+03:00
Case2381,Resolve ticket,2013-05-21T06:56:13.000+03:00
Case2381,Closed,2013-06-05T06:56:29.000+03:00
Case2382,Assign seriousness,2012-02-09T16:39:09.000+02:00
Case2382,Take in charge ticket,2012-02-09T16:39:28.000+02:00
Case2382,Create SW anomaly,2012-02-14T12:01:09.000+02:00
Case2382,Resolve ticket,2012-03-06T10:38:40.000+02:00
Case2382,Closed,2012-03-21T10:38:54.000+02:00
Case2383,Assign seriousness,2010-02-19T10:58:32.000+02:00
Case2383,Take in charge ticket,2010-03-11T14:30:33.000+02:00
Case2383,Resolve ticket,2010-03-12T09:14:41.000+02:00
Case2383,Closed,2010-03-27T09:14:59.000+02:00
Case2384,Assign seriousness,2011-02-21T16:15:51.000+02:00
Case2384,Take in charge ticket,2011-02-21T16:44:18.000+02:00
Case2384,Resolve ticket,2011-02-23T12:02:02.000+02:00
Case2384,Take in charge ticket,2011-02-24T13:09:25.000+02:00
Case2384,Resolve ticket,2011-02-24T13:12:17.000+02:00
Case2384,Take in charge ticket,2011-02-24T13:21:24.000+02:00
Case2384,Wait,2011-02-25T13:47:21.000+02:00
Case2384,Take in charge ticket,2011-03-18T14:46:20.000+02:00
Case2384,Resolve ticket,2011-03-18T14:46:26.000+02:00
Case2384,Closed,2011-04-02T14:15:27.000+03:00
Case2385,Assign seriousness,2011-01-18T14:22:33.000+02:00
Case2385,Take in charge ticket,2011-01-20T11:20:17.000+02:00
Case2385,Resolve ticket,2011-01-20T11:21:12.000+02:00
Case2385,Closed,2011-02-18T14:30:18.000+02:00
Case2386,Assign seriousness,2012-07-25T15:36:51.000+03:00
Case2386,Take in charge ticket,2012-07-27T10:54:57.000+03:00
Case2386,Resolve ticket,2012-08-01T07:17:22.000+03:00
Case2386,Closed,2012-09-07T15:41:00.000+03:00
Case2387,Take in charge ticket,2010-03-05T10:08:27.000+02:00
Case2387,Resolve ticket,2010-03-05T10:14:58.000+02:00
Case2387,Resolve ticket,2010-03-08T12:10:08.000+02:00
Case2387,Resolve ticket,2010-03-08T12:10:23.000+02:00
Case2387,Closed,2010-04-07T09:10:54.000+03:00
Case2388,Assign seriousness,2012-07-30T08:46:09.000+03:00
Case2388,Take in charge ticket,2012-08-07T08:23:24.000+03:00
Case2388,Resolve ticket,2012-08-20T15:32:53.000+03:00
Case2388,Closed,2012-09-04T15:33:11.000+03:00
Case2389,Insert ticket,2010-06-22T09:02:02.000+03:00
Case2389,Assign seriousness,2010-06-22T14:14:52.000+03:00
Case2389,Take in charge ticket,2010-06-23T14:34:47.000+03:00
Case2389,Resolve ticket,2010-06-23T14:35:10.000+03:00
Case2389,Closed,2010-07-23T09:10:41.000+03:00
Case2390,Assign seriousness,2012-08-02T15:27:02.000+03:00
Case2390,Take in charge ticket,2012-08-22T15:30:53.000+03:00
Case2390,Resolve ticket,2012-08-27T12:20:21.000+03:00
Case2390,Closed,2012-09-11T12:20:33.000+03:00
Case2391,Assign seriousness,2013-01-23T14:52:39.000+02:00
Case2391,Take in charge ticket,2013-02-08T11:00:31.000+02:00
Case2391,Resolve ticket,2013-02-21T14:57:18.000+02:00
Case2391,Closed,2013-03-08T14:57:31.000+02:00
Case2392,Assign seriousness,2010-12-20T13:55:14.000+02:00
Case2392,Take in charge ticket,2011-01-11T10:52:17.000+02:00
Case2392,Resolve ticket,2011-01-11T15:10:27.000+02:00
Case2392,Closed,2011-01-26T15:10:50.000+02:00
Case2393,Assign seriousness,2011-02-02T13:36:09.000+02:00
Case2393,Take in charge ticket,2011-02-02T14:34:25.000+02:00
Case2393,Resolve ticket,2011-02-02T14:34:35.000+02:00
Case2393,Closed,2011-03-05T13:40:17.000+02:00
Case2394,Assign seriousness,2012-01-19T16:15:37.000+02:00
Case2394,Take in charge ticket,2012-01-19T17:04:27.000+02:00
Case2394,Resolve ticket,2012-02-10T17:17:38.000+02:00
Case2394,Closed,2012-02-25T17:17:49.000+02:00
Case2395,Assign seriousness,2010-03-19T11:56:16.000+02:00
Case2395,Take in charge ticket,2010-03-22T14:33:21.000+02:00
Case2395,Resolve ticket,2010-03-22T14:33:58.000+02:00
Case2395,Closed,2010-04-21T11:00:20.000+03:00
Case2396,Assign seriousness,2011-08-22T12:17:17.000+03:00
Case2396,Take in charge ticket,2011-08-22T12:17:44.000+03:00
Case2396,Resolve ticket,2011-08-24T15:56:26.000+03:00
Case2396,Closed,2011-10-07T12:20:32.000+03:00
Case2397,Assign seriousness,2012-02-20T09:28:55.000+02:00
Case2397,Take in charge ticket,2012-02-20T09:29:03.000+02:00
Case2397,Resolve ticket,2012-02-20T11:45:35.000+02:00
Case2397,Closed,2012-03-22T09:30:39.000+02:00
Case2398,Assign seriousness,2013-02-08T09:30:30.000+02:00
Case2398,Take in charge ticket,2013-02-12T17:07:21.000+02:00
Case2398,Wait,2013-02-18T08:07:13.000+02:00
Case2398,Resolve ticket,2013-02-26T14:02:33.000+02:00
Case2398,Closed,2013-03-13T14:02:49.000+02:00
Case2399,Assign seriousness,2013-02-15T16:23:57.000+02:00
Case2399,Take in charge ticket,2013-02-20T16:57:05.000+02:00
Case2399,Take in charge ticket,2013-02-25T11:38:48.000+02:00
Case2399,Resolve ticket,2013-03-20T10:45:05.000+02:00
Case2399,Closed,2013-04-04T09:45:22.000+03:00
Case2400,Take in charge ticket,2011-12-13T11:57:57.000+02:00
Case2400,Wait,2011-12-14T08:31:34.000+02:00
Case2400,Resolve ticket,2011-12-14T11:20:59.000+02:00
Case2400,Closed,2012-02-11T11:30:38.000+02:00
Case2401,Assign seriousness,2011-08-02T13:56:04.000+03:00
Case2401,Take in charge ticket,2011-08-02T13:56:15.000+03:00
Case2401,Resolve ticket,2011-08-03T16:03:15.000+03:00
Case2401,Closed,2011-09-02T14:00:24.000+03:00
Case2402,Assign seriousness,2011-06-22T09:50:36.000+03:00
Case2402,Assign seriousness,2011-06-22T09:50:54.000+03:00
Case2402,Take in charge ticket,2011-06-24T15:54:04.000+03:00
Case2402,Resolve ticket,2011-06-24T16:06:50.000+03:00
Case2402,Closed,2011-07-30T10:01:00.000+03:00
Case2403,Assign seriousness,2012-09-03T15:57:19.000+03:00
Case2403,Take in charge ticket,2012-09-17T09:46:52.000+03:00
Case2403,Resolve ticket,2012-09-21T12:17:57.000+03:00
Case2403,Closed,2012-10-06T12:18:12.000+03:00
Case2404,Take in charge ticket,2011-11-03T11:42:56.000+02:00
Case2404,Resolve ticket,2011-11-03T13:57:12.000+02:00
Case2404,Closed,2011-12-10T11:51:45.000+02:00
Case2405,Assign seriousness,2010-08-20T13:14:31.000+03:00
Case2405,Take in charge ticket,2010-08-27T09:05:56.000+03:00
Case2405,Resolve ticket,2010-09-22T13:56:53.000+03:00
Case2405,Closed,2010-10-07T13:56:58.000+03:00
Case2406,Assign seriousness,2011-09-19T09:38:34.000+03:00
Case2406,Resolve ticket,2011-09-19T14:00:25.000+03:00
Case2406,Closed,2011-10-20T09:40:41.000+03:00
Case2407,Assign seriousness,2011-07-20T15:06:23.000+03:00
Case2407,Take in charge ticket,2011-07-25T10:37:17.000+03:00
Case2407,Wait,2011-07-25T12:43:07.000+03:00
Case2407,Resolve ticket,2011-08-05T13:35:14.000+03:00
Case2407,Take in charge ticket,2011-08-16T09:07:14.000+03:00
Case2407,Wait,2011-08-18T07:44:21.000+03:00
Case2407,Resolve ticket,2011-08-26T14:20:33.000+03:00
Case2407,Closed,2011-09-10T14:20:49.000+03:00
Case2408,Assign seriousness,2010-11-08T17:19:17.000+02:00
Case2408,Take in charge ticket,2010-11-09T15:35:40.000+02:00
Case2408,Resolve ticket,2010-11-10T15:03:48.000+02:00
Case2408,Closed,2010-12-15T17:00:32.000+02:00
Case2409,Assign seriousness,2012-03-19T15:20:19.000+02:00
Case2409,Resolve ticket,2012-03-19T15:53:17.000+02:00
Case2409,Resolve ticket,2012-03-19T15:53:18.000+02:00
Case2409,Closed,2012-04-19T14:30:30.000+03:00
Case2410,Assign seriousness,2010-03-19T12:00:02.000+02:00
Case2410,Take in charge ticket,2010-03-22T16:16:37.000+02:00
Case2410,Resolve ticket,2010-03-30T13:46:08.000+03:00
Case2410,Closed,2010-04-21T11:00:40.000+03:00
Case2411,Assign seriousness,2010-06-01T12:50:06.000+03:00
Case2411,Take in charge ticket,2010-06-10T15:15:40.000+03:00
Case2411,Resolve ticket,2010-06-10T15:15:57.000+03:00
Case2411,Take in charge ticket,2010-06-14T07:40:33.000+03:00
Case2411,Resolve ticket,2010-06-14T13:02:46.000+03:00
Case2411,Closed,2010-07-03T13:25:50.000+03:00
Case2412,Assign seriousness,2010-05-17T10:24:09.000+03:00
Case2412,Take in charge ticket,2010-05-17T12:50:39.000+03:00
Case2412,Resolve ticket,2010-05-17T12:51:09.000+03:00
Case2412,Closed,2010-06-18T10:30:20.000+03:00
Case2413,Assign seriousness,2010-11-26T08:26:39.000+02:00
Case2413,Take in charge ticket,2010-11-29T17:04:16.000+02:00
Case2413,Resolve ticket,2010-12-01T16:50:11.000+02:00
Case2413,Closed,2010-12-31T16:50:38.000+02:00
Case2414,Assign seriousness,2011-02-10T09:57:57.000+02:00
Case2414,Take in charge ticket,2011-02-10T09:58:28.000+02:00
Case2414,Wait,2011-02-10T16:58:57.000+02:00
Case2414,Take in charge ticket,2011-02-11T09:11:59.000+02:00
Case2414,Resolve ticket,2011-02-11T09:12:07.000+02:00
Case2414,Closed,2011-03-17T11:20:27.000+02:00
Case2415,Assign seriousness,2012-07-30T15:45:09.000+03:00
Case2415,Take in charge ticket,2012-07-31T15:24:21.000+03:00
Case2415,Resolve ticket,2012-08-08T14:01:28.000+03:00
Case2415,Closed,2012-09-14T15:50:39.000+03:00
Case2416,Assign seriousness,2012-03-27T07:41:46.000+03:00
Case2416,Take in charge ticket,2012-03-27T07:42:00.000+03:00
Case2416,Resolve ticket,2012-03-27T07:44:37.000+03:00
Case2416,Closed,2012-05-04T07:50:29.000+03:00
Case2417,Assign seriousness,2013-06-17T15:50:28.000+03:00
Case2417,Take in charge ticket,2013-06-17T15:53:17.000+03:00
Case2417,Wait,2013-06-17T15:56:40.000+03:00
Case2417,Require upgrade,2013-06-17T15:57:01.000+03:00
Case2417,Resolve ticket,2013-07-05T15:51:47.000+03:00
Case2417,Closed,2013-07-20T15:52:01.000+03:00
Case2418,Insert ticket,2010-05-12T15:25:04.000+03:00
Case2418,Assign seriousness,2010-05-12T15:25:46.000+03:00
Case2418,Take in charge ticket,2010-05-12T15:25:58.000+03:00
Case2418,Wait,2010-05-12T15:26:17.000+03:00
Case2418,Take in charge ticket,2010-06-11T13:44:10.000+03:00
Case2418,Resolve ticket,2010-06-14T14:32:38.000+03:00
Case2418,Closed,2010-06-29T14:32:52.000+03:00
Case2419,Assign seriousness,2012-07-04T08:24:31.000+03:00
Case2419,Take in charge ticket,2012-07-04T08:24:39.000+03:00
Case2419,Wait,2012-07-06T07:22:57.000+03:00
Case2419,Resolve ticket,2012-07-13T13:49:49.000+03:00
Case2419,Closed,2012-08-11T14:50:20.000+03:00
Case2420,Assign seriousness,2011-09-29T08:48:35.000+03:00
Case2420,Take in charge ticket,2011-10-11T09:24:28.000+03:00
Case2420,Resolve ticket,2011-10-11T10:35:44.000+03:00
Case2420,Closed,2011-11-12T09:50:25.000+02:00
Case2421,Assign seriousness,2012-04-11T12:30:26.000+03:00
Case2421,Take in charge ticket,2012-04-11T12:30:34.000+03:00
Case2421,Resolve ticket,2012-04-11T12:47:32.000+03:00
Case2421,Closed,2012-05-25T12:40:34.000+03:00
Case2422,Assign seriousness,2010-11-24T16:43:48.000+02:00
Case2422,Take in charge ticket,2010-11-24T16:44:00.000+02:00
Case2422,Resolve ticket,2010-11-24T17:06:03.000+02:00
Case2422,Closed,2011-01-08T16:50:33.000+02:00
Case2423,Assign seriousness,2010-05-24T13:04:42.000+03:00
Case2423,Take in charge ticket,2010-06-07T09:34:31.000+03:00
Case2423,Resolve ticket,2010-06-07T09:37:38.000+03:00
Case2423,Closed,2010-06-25T13:10:19.000+03:00
Case2424,Assign seriousness,2011-02-08T13:27:37.000+02:00
Case2424,Take in charge ticket,2011-02-08T13:28:44.000+02:00
Case2424,Schedule intervention,2011-02-08T14:06:04.000+02:00
Case2424,Resolve ticket,2011-02-18T10:14:54.000+02:00
Case2424,Closed,2011-03-15T09:40:41.000+02:00
Case2425,Assign seriousness,2011-02-17T14:12:40.000+02:00
Case2425,Take in charge ticket,2011-02-17T14:13:06.000+02:00
Case2425,Resolve ticket,2011-03-04T16:58:37.000+02:00
Case2425,Take in charge ticket,2011-03-28T07:16:24.000+03:00
